cell,dataset,seed,policy,score,lambda_ref,stratum,stratum_rule,n_k,alpha,gamma,min_threshold_risk,argmin_lambda,n_argmin_thresholds,cost_at_argmin,full_feature_risk,threshold_curve_monotone,n_local_minima,gap_min_minus_alpha,family_p_value,threshold_verdict,min_depth_risk,argmin_depth,risk_at_T,cost_at_argmin_depth,depth_monotonicity_violations,depth_p_value,depth_verdict,is_primary
tabular-adult/greedy_entropy/ts1,tabular-adult,1,greedy_entropy,softmax,0.9,4,deepest precommitted nonempty,6023,0.25,0.05,0.31545741324921134,0.8686868686868687,14,92.07172531223883,0.31545741324921134,False,5,0.06545741324921134,1.6561067462188007e-30,family-wide failure certified,0.31545741324921134,14,0.31545741324921134,94.21552786140263,2,1.6561067462188007e-30,family-wide failure certified,False
tabular-adult/random/ts1,tabular-adult,1,random,softmax,0.5,1,deepest precommitted nonempty,16280,0.25,0.05,0.15245700245700244,1.0,1,94.01201429010412,0.15245700245700244,True,3,-0.09754299754299756,1.0,feasible,0.15245700245700244,14,0.15245700245700244,94.21552786140268,0,1.0,feasible,False
tabular-adult/random/ts1,tabular-adult,1,random,softmax,0.7,1,deepest precommitted nonempty,16280,0.25,0.05,0.15245700245700244,1.0,1,94.01201429010412,0.15245700245700244,True,3,-0.09754299754299756,1.0,feasible,0.15245700245700244,14,0.15245700245700244,94.21552786140268,0,1.0,feasible,False
tabular-adult/random/ts1,tabular-adult,1,random,softmax,0.9,4,deepest precommitted nonempty,5954,0.25,0.05,0.31373866308364123,0.8989898989898991,1,94.049418358143,0.3139066174000672,False,4,0.06373866308364123,9.508063491612882e-29,family-wide failure certified,0.3139066174000672,14,0.3139066174000672,94.21552786140266,0,6.914578392281911e-29,family-wide failure certified,False
tabular-adult/greedy_entropy/ts2,tabular-adult,2,greedy_entropy,softmax,0.5,1,deepest precommitted nonempty,16280,0.2,0.05,0.14686732186732188,1.0,1,93.27055033744968,0.14686732186732188,True,2,-0.053132678132678135,1.0,feasible,0.14686732186732188,14,0.14686732186732188,93.4265632000972,0,1.0,feasible,False
tabular-adult/greedy_entropy/ts2,tabular-adult,2,greedy_entropy,softmax,0.7,1,deepest precommitted nonempty,16280,0.2,0.05,0.14686732186732188,1.0,1,93.27055033744968,0.14686732186732188,True,2,-0.053132678132678135,1.0,feasible,0.14686732186732188,14,0.14686732186732188,93.4265632000972,0,1.0,feasible,False
tabular-adult/greedy_entropy/ts2,tabular-adult,2,greedy_entropy,softmax,0.9,3,deepest precommitted nonempty,5462,0.2,0.05,0.3017209813255218,0.9090909090909092,10,93.42656320009722,0.3017209813255218,False,4,0.10172098132552176,2.5750993344329564e-71,family-wide failure certified,0.3017209813255218,14,0.3017209813255218,93.42656320009722,1,2.5750993344329564e-71,family-wide failure certified,False
tabular-adult/random/ts2,tabular-adult,2,random,softmax,0.5,1,deepest precommitted nonempty,16280,0.2,0.05,0.14686732186732188,1.0,1,93.18704169942687,0.14686732186732188,False,5,-0.053132678132678135,1.0,feasible,0.14686732186732188,14,0.14686732186732188,93.42656320009722,0,1.0,feasible,False
tabular-adult/random/ts2,tabular-adult,2,random,softmax,0.7,1,deepest precommitted nonempty,16280,0.2,0.05,0.14686732186732188,1.0,1,93.18704169942687,0.14686732186732188,False,5,-0.053132678132678135,1.0,feasible,0.14686732186732188,14,0.14686732186732188,93.42656320009722,0,1.0,feasible,False
tabular-adult/random/ts2,tabular-adult,2,random,softmax,0.9,4,deepest precommitted nonempty,6100,0.2,0.05,0.30655737704918035,0.9090909090909092,10,93.4265632000972,0.30655737704918035,False,4,0.10655737704918034,1.4151052357275279e-86,family-wide failure certified,0.30655737704918035,14,0.30655737704918035,93.4265632000972,0,1.4151052357275279e-86,family-wide failure certified,False
tabular-spambase/eps_greedy_eps0.25/ts0,tabular-spambase,0,eps_greedy_eps0.25,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.059178743961352656,0.98989898989899,1,225.53358606394778,0.06099033816425121,False,4,-0.09082125603864734,1.0,feasible,0.057367149758454104,56,0.06099033816425121,408.6980505930525,5,1.0,feasible,False
tabular-spambase/eps_greedy_eps0.25/ts0,tabular-spambase,0,eps_greedy_eps0.25,softmax,0.7,4,deepest precommitted nonempty,366,0.15,0.05,0.10655737704918032,0.9494949494949496,5,304.34046733803837,0.1092896174863388,False,8,-0.04344262295081967,0.993729800424387,feasible,0.10382513661202186,56,0.1092896174863388,408.479647718546,12,0.9960762616285598,feasible,False
tabular-spambase/eps_greedy_eps0.25/ts0,tabular-spambase,0,eps_greedy_eps0.25,softmax,0.9,4,deepest precommitted nonempty,306,0.15,0.05,0.19281045751633988,0.9494949494949496,6,397.45288035426375,0.19281045751633988,False,11,0.042810457516339884,0.024592178429562198,family-wide failure certified,0.17973856209150327,56,0.19281045751633988,408.5404084860465,16,0.0865886782865218,unresolved,False
tabular-spambase/eps_greedy_eps0.5/ts0,tabular-spambase,0,eps_greedy_eps0.5,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.06038647342995169,0.9797979797979799,1,208.70462265610084,0.06099033816425121,False,6,-0.08961352657004831,1.0,feasible,0.057367149758454104,56,0.06099033816425121,407.9398394703881,9,1.0,feasible,False
tabular-spambase/eps_greedy_eps0.5/ts0,tabular-spambase,0,eps_greedy_eps0.5,softmax,0.7,4,deepest precommitted nonempty,302,0.15,0.05,0.11258278145695365,0.9191919191919192,6,270.0242243789746,0.11258278145695365,False,8,-0.037417218543046346,0.974927703020724,feasible,0.09933774834437085,54,0.11258278145695365,394.18509035494634,17,0.9962215435997346,feasible,False
tabular-spambase/eps_greedy_eps0.5/ts0,tabular-spambase,0,eps_greedy_eps0.5,softmax,0.9,4,deepest precommitted nonempty,346,0.15,0.05,0.17630057803468208,0.9797979797979799,3,401.8582406987402,0.17630057803468208,False,10,0.02630057803468208,0.09951699064714752,unresolved,0.15895953757225434,56,0.17630057803468208,407.67619604767054,19,0.3422911891403479,unresolved,False
tabular-spambase/greedy_entropy/ts0,tabular-spambase,0,greedy_entropy,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.059178743961352656,0.98989898989899,1,215.23698572056438,0.06099033816425121,False,6,-0.09082125603864734,1.0,feasible,0.06099033816425121,57,0.06099033816425121,413.77665369817606,10,1.0,feasible,False
tabular-spambase/greedy_entropy/ts0,tabular-spambase,0,greedy_entropy,softmax,0.7,4,deepest precommitted nonempty,344,0.15,0.05,0.11627906976744186,1.0,1,407.32369554032226,0.11627906976744186,False,10,-0.033720930232558136,0.9695492825562712,feasible,0.11627906976744186,57,0.11627906976744186,413.7766536981759,11,0.9695492825562712,feasible,False
tabular-spambase/greedy_entropy/ts0,tabular-spambase,0,greedy_entropy,softmax,0.9,4,deepest precommitted nonempty,249,0.15,0.05,0.17269076305220885,0.8989898989898991,11,399.30902483578654,0.17269076305220885,False,9,0.02269076305220885,0.17935656493362384,unresolved,0.17269076305220885,56,0.17269076305220885,408.61065911051975,17,0.17935656493362384,unresolved,True
tabular-spambase/random/ts0,tabular-spambase,0,random,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.059782608695652176,0.9292929292929294,2,194.02750223959615,0.06099033816425121,False,5,-0.09021739130434782,1.0,feasible,0.06099033816425121,57,0.06099033816425121,413.77665369817606,8,1.0,feasible,False
tabular-spambase/random/ts0,tabular-spambase,0,random,softmax,0.7,4,deepest precommitted nonempty,481,0.15,0.05,0.07484407484407485,0.9191919191919192,2,225.18744848905501,0.08108108108108109,False,9,-0.07515592515592515,0.999999825714009,feasible,0.07692307692307693,54,0.08108108108108109,392.1144638669606,12,0.9999996099226419,feasible,False
tabular-spambase/random/ts0,tabular-spambase,0,random,softmax,0.9,4,deepest precommitted nonempty,353,0.15,0.05,0.1388101983002833,0.9494949494949496,6,387.0362135144901,0.1388101983002833,False,7,-0.0111898016997167,0.7432690124318755,feasible,0.1388101983002833,57,0.1388101983002833,413.7766536981759,16,0.7432690124318755,feasible,False
tabular-spambase/greedy_entropy/ts1,tabular-spambase,1,greedy_entropy,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.059178743961352656,0.9595959595959597,1,172.56629797576048,0.06219806763285024,False,9,-0.09082125603864734,1.0,feasible,0.06038647342995169,56,0.06219806763285024,420.1846023034688,15,1.0,feasible,False
tabular-spambase/greedy_entropy/ts1,tabular-spambase,1,greedy_entropy,softmax,0.7,4,deepest precommitted nonempty,340,0.15,0.05,0.1323529411764706,0.9292929292929294,2,360.8527905819784,0.13823529411764707,False,12,-0.017647058823529405,0.8382300188042027,feasible,0.12941176470588237,56,0.13823529411764707,420.15533327874726,11,0.8739592737344776,feasible,False
tabular-spambase/greedy_entropy/ts1,tabular-spambase,1,greedy_entropy,softmax,0.9,4,deepest precommitted nonempty,400,0.15,0.05,0.1675,0.9292929292929294,2,390.00905901077783,0.17,False,12,0.017500000000000016,0.18056208481261887,unresolved,0.165,56,0.17,420.08318011552797,14,0.21862042034183843,unresolved,False
tabular-spambase/random/ts1,tabular-spambase,1,random,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.06219806763285024,0.9393939393939394,3,207.7979172414995,0.06219806763285024,False,5,-0.08780193236714975,1.0,feasible,0.06219806763285024,57,0.06219806763285024,425.4108049702108,5,1.0,feasible,False
tabular-spambase/random/ts1,tabular-spambase,1,random,softmax,0.7,4,deepest precommitted nonempty,441,0.15,0.05,0.08163265306122448,0.8989898989898991,2,247.42351208122616,0.08616780045351474,False,7,-0.06836734693877551,0.9999946806660378,feasible,0.08390022675736962,56,0.08616780045351474,418.23398374769346,15,0.9999891160938037,feasible,False
tabular-spambase/random/ts1,tabular-spambase,1,random,softmax,0.9,4,deepest precommitted nonempty,307,0.15,0.05,0.19218241042345277,0.9090909090909092,1,401.3192300777184,0.19543973941368079,False,11,0.042182410423452776,0.026096612619321703,family-wide failure certified,0.19543973941368079,57,0.19543973941368079,425.4108049702109,17,0.018268455055658408,family-wide failure certified,False
tabular-spambase/greedy_entropy/ts2,tabular-spambase,2,greedy_entropy,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.059782608695652176,0.98989898989899,1,202.40595119101192,0.06038647342995169,False,9,-0.09021739130434782,1.0,feasible,0.06038647342995169,57,0.06038647342995169,408.07828004575117,10,1.0,feasible,False
tabular-spambase/greedy_entropy/ts2,tabular-spambase,2,greedy_entropy,softmax,0.7,4,deepest precommitted nonempty,412,0.15,0.05,0.10922330097087378,0.98989898989899,2,350.65766227236446,0.10922330097087378,False,8,-0.040776699029126215,0.9933380939713045,feasible,0.10922330097087378,56,0.10922330097087378,403.3004487448729,13,0.9933380939713045,feasible,False
tabular-spambase/greedy_entropy/ts2,tabular-spambase,2,greedy_entropy,softmax,0.9,4,deepest precommitted nonempty,311,0.15,0.05,0.15755627009646303,0.9797979797979799,3,383.629290729777,0.15755627009646303,False,11,0.007556270096463036,0.37804484811612166,unresolved,0.15755627009646303,57,0.15755627009646303,408.0782800457513,14,0.37804484811612166,unresolved,False
tabular-spambase/random/ts2,tabular-spambase,2,random,softmax,0.5,1,deepest precommitted nonempty,1656,0.15,0.05,0.06038647342995169,0.98989898989899,2,277.47511080807516,0.06038647342995169,True,3,-0.08961352657004831,1.0,feasible,0.059782608695652176,56,0.06038647342995169,400.963202735964,9,1.0,feasible,False
tabular-spambase/random/ts2,tabular-spambase,2,random,softmax,0.7,4,deepest precommitted nonempty,297,0.15,0.05,0.10437710437710437,0.9797979797979799,1,312.2518736139143,0.10774410774410774,False,10,-0.04562289562289562,0.9913057409199778,feasible,0.10774410774410774,55,0.10774410774410774,393.8303424975701,12,0.9860554197407706,feasible,False
tabular-spambase/random/ts2,tabular-spambase,2,random,softmax,0.9,4,deepest precommitted nonempty,279,0.15,0.05,0.17921146953405018,0.9797979797979799,3,395.21795992563403,0.17921146953405018,False,9,0.029211469534050183,0.10174665781083211,unresolved,0.17204301075268819,56,0.17921146953405018,401.182187064944,16,0.1711199656813039,unresolved,False
