cell,R_pool_s0,R_pool_s1,R_pool_s2,R_pool_s3,R_pool_s4,agg_pool_risk,lambda_idx,lambda_ref,pool_cost,resplit
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,87
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,88
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,89
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,90
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,91
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,92
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,93
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,94
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,95
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,96
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,97
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,98
mnist/greedy_entropy/ts2,0.144545,0.106415,0.093719,0.066101,0.268053,0.1376190476190476,94,0.9,36.30289682539683,99
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,0
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,1
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,2
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,3
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,4
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,5
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,6
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,7
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,8
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,9
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,10
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,11
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,12
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,13
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,14
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,15
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,16
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,17
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,18
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,19
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,20
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,21
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,22
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,23
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,24
mnist/random/ts2,0.058894,0.05794,0.06548,0.075931,0.308725,0.13416666666666666,84,0.9,30.88968253968254,25
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,26
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,27
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,28
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,29
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,30
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,31
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,32
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,33
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,34
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,35
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,36
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,37
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,38
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,39
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,40
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,41
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,42
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,43
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,44
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,45
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,46
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,47
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,48
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,49
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,50
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,51
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,52
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,53
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,54
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,55
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,56
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,57
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,58
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,59
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,60
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,61
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,62
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,63
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,64
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,65
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,66
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,67
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,68
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,69
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,70
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,71
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,72
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,73
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,74
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,75
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,76
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,77
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,78
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,79
mnist/random/ts2,0.0601,0.066309,0.080949,0.105418,0.33379,0.14932539682539683,81,0.9,29.064801587301588,80
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,81
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,82
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,83
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,84
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,85
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,86
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,87
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,88
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,89
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,90
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,91
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,92
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,93
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,94
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,95
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,96
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,97
mnist/random/ts2,0.059239,0.060515,0.070778,0.084408,0.31708,0.13904761904761906,83,0.9,30.2759126984127,98
mnist/random/ts2,0.059755,0.063305,0.076499,0.092886,0.326531,0.1444047619047619,82,0.9,29.660714285714285,99
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,0
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,1
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,2
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,3
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,4
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,5
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,6
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,7
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,8
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,9
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,10
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,11
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,12
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,13
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,14
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,15
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,16
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,17
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,18
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,19
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,20
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,21
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,22
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,23
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,24
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,25
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,26
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,27
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,28
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,29
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,30
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,31
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,32
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,33
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,34
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,35
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,36
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,37
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,38
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,39
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,40
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,41
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,42
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,43
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,44
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,45
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,46
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,47
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,48
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,49
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,50
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,51
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,52
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,53
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,54
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,55
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,56
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,57
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,58
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,59
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,60
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,61
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,62
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,63
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,64
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,65
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,66
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,67
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,68
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,69
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,70
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,71
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,72
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,73
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,74
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,75
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,76
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,77
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,78
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037442,0.046638,0.101976,0.132685,0.359151,0.1364500352390919,73,0.9,23.325089393552112,79
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,80
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,81
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,82
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,83
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037929,0.049164,0.118122,0.146419,0.384191,0.14815368515473165,71,0.9,19.183198003665694,84
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,85
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,86
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,87
tabular-MiniBooNE/eps_greedy_eps0.25/ts0,0.037564,0.047901,0.109836,0.140292,0.372944,0.1426435726032078,72,0.9,21.15127980561571,88
