dataset,policy,scheme,method,violation_frac,wilson_lo,wilson_hi,abstain_rate,mean_risk,mean_cost,cost_ratio_full
tabular-MiniBooNE,eps_greedy_eps0.25,random,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09185377999999998,71.20167185,0.2759754722868217
tabular-MiniBooNE,eps_greedy_eps0.25,random,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08546670000000002,105.67521035,0.4095938385658915
tabular-MiniBooNE,eps_greedy_eps0.25,random,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08340824000000001,162.26243089,0.628924150736434
tabular-MiniBooNE,eps_greedy_eps0.25,random,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.16371963,19.70279014,0.07636740364341085
tabular-MiniBooNE,eps_greedy_eps0.25,random,budget_10,0.0,0.0,0.03699480747600191,0.0,0.12587839999999997,49.69230278999999,0.19260582476744184
tabular-MiniBooNE,eps_greedy_eps0.25,random,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09806372000000002,101.36933273999999,0.3929043904651162
tabular-MiniBooNE,eps_greedy_eps0.25,random,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14731105,14.274860950000003,0.055328918410852725
tabular-MiniBooNE,eps_greedy_eps0.25,random,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.14184018,4.98103882,0.0996207764
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,50.0,1.0
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,plugin,0.49,0.3942183009238615,0.5865215952256586,0.0,0.14611121999999999,4.748077830000001,0.09496155660000001
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09351626999999998,15.187006120000001,0.30374012240000003
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.0858349,21.89822821,0.43796456419999996
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08354063000000002,32.235523,0.64471046
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18123914999999996,5.0,0.1
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,budget_10,0.0,0.0,0.03699480747600191,0.0,0.13852288999999998,10.0,0.2
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,budget_20,0.0,0.0,0.03699480747600191,0.0,0.10111270999999998,20.0,0.4
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14520739000000002,4.793717480000001,0.09587434960000002
tabular-MiniBooNE,eps_greedy_eps0.5,uniform,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,50.0,1.0
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.14184018,29.95460851,0.08782714495367917
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,341.0632160000001,1.0
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,plugin,0.49,0.3942183009238615,0.5865215952256586,0.0,0.14611121999999999,28.496408079999995,0.08355168996002191
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09351626999999998,97.86473583000001,0.2869401660424148
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.0858349,143.75476935000003,0.4214901009729527
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08354063000000002,215.30352414000004,0.6312716060825508
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18123914999999996,28.759478409999996,0.08432301421212185
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,budget_10,0.0,0.0,0.03699480747600191,0.0,0.13852288999999998,59.451633919999985,0.17431265270189666
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,budget_20,0.0,0.0,0.03699480747600191,0.0,0.10111270999999998,126.65871871000002,0.3713643476287398
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14520739000000002,28.78135232,0.08438714868624235
tabular-MiniBooNE,eps_greedy_eps0.5,inverse_info,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,341.0632160000001,1.0
tabular-MiniBooNE,eps_greedy_eps0.5,random,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.14184018,22.28354194,0.08637031759689923
tabular-MiniBooNE,eps_greedy_eps0.5,random,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,eps_greedy_eps0.5,random,plugin,0.49,0.3942183009238615,0.5865215952256586,0.0,0.14611121999999999,21.144155320000003,0.0819540903875969
tabular-MiniBooNE,eps_greedy_eps0.5,random,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09351626999999998,74.88228649999999,0.29024142054263563
tabular-MiniBooNE,eps_greedy_eps0.5,random,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.0858349,110.28351763,0.4274554946899225
tabular-MiniBooNE,eps_greedy_eps0.5,random,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08354063000000002,165.76886807000002,0.6425149925193799
tabular-MiniBooNE,eps_greedy_eps0.5,random,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18123914999999996,20.423305799999998,0.0791601
tabular-MiniBooNE,eps_greedy_eps0.5,random,budget_10,0.0,0.0,0.03699480747600191,0.0,0.13852288999999998,48.23916230999999,0.18697349732558136
tabular-MiniBooNE,eps_greedy_eps0.5,random,budget_20,0.0,0.0,0.03699480747600191,0.0,0.10111270999999998,101.72209345999998,0.39427168007751934
tabular-MiniBooNE,eps_greedy_eps0.5,random,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14520739000000002,21.367532769999997,0.08281989445736433
tabular-MiniBooNE,eps_greedy_eps0.5,random,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,greedy_entropy,uniform,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.13271973,3.3741860899999994,0.0674837218
tabular-MiniBooNE,greedy_entropy,uniform,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,50.0,1.0
tabular-MiniBooNE,greedy_entropy,uniform,plugin,0.0,0.0,0.03699480747600191,0.0,0.13271973,3.3741860899999994,0.0674837218
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09073336999999998,14.148485300000003,0.28296970600000004
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08520099,20.522493680000004,0.41044987360000007
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08355900000000002,31.261059699999997,0.625221194
tabular-MiniBooNE,greedy_entropy,uniform,budget_5,0.0,0.0,0.03699480747600191,0.0,0.14649780999999998,5.0,0.1
tabular-MiniBooNE,greedy_entropy,uniform,budget_10,0.0,0.0,0.03699480747600191,0.0,0.11012637000000002,10.0,0.2
tabular-MiniBooNE,greedy_entropy,uniform,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09945073999999998,20.0,0.4
tabular-MiniBooNE,greedy_entropy,uniform,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.13271973,3.3741860899999994,0.0674837218
tabular-MiniBooNE,greedy_entropy,uniform,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,50.0,1.0
tabular-MiniBooNE,greedy_entropy,inverse_info,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.13271973,17.01220028,0.04987990343702146
tabular-MiniBooNE,greedy_entropy,inverse_info,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,341.0632160000001,1.0
tabular-MiniBooNE,greedy_entropy,inverse_info,plugin,0.0,0.0,0.03699480747600191,0.0,0.13271973,17.01220028,0.04987990343702146
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09073336999999998,88.40467173,0.25920318457913083
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08520099,132.49330821,0.3884714093882231
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08355900000000002,208.45397444999998,0.6111886731578814
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_5,0.0,0.0,0.03699480747600191,0.0,0.14649780999999998,24.27924228,0.07118692705929328
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_10,0.0,0.0,0.03699480747600191,0.0,0.11012637000000002,55.52137069000001,0.16278909036616834
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09945073999999998,125.46422845000001,0.3678620929030352
tabular-MiniBooNE,greedy_entropy,inverse_info,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.13271973,17.01220028,0.04987990343702146
tabular-MiniBooNE,greedy_entropy,inverse_info,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,341.0632160000001,1.0
tabular-MiniBooNE,greedy_entropy,random,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.13271973,12.446439259999998,0.04824201263565891
tabular-MiniBooNE,greedy_entropy,random,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,greedy_entropy,random,plugin,0.0,0.0,0.03699480747600191,0.0,0.13271973,12.446439259999998,0.04824201263565891
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09073336999999998,68.93113923,0.26717495825581394
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08520099,103.48185726000001,0.40109247000000003
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08355900000000002,161.87513135,0.6274229897286822
tabular-MiniBooNE,greedy_entropy,random,budget_5,0.0,0.0,0.03699480747600191,0.0,0.14649780999999998,20.92325487,0.08109788709302326
tabular-MiniBooNE,greedy_entropy,random,budget_10,0.0,0.0,0.03699480747600191,0.0,0.11012637000000002,49.30153527,0.1910912219767442
tabular-MiniBooNE,greedy_entropy,random,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09945073999999998,100.74937765,0.3905014637596899
tabular-MiniBooNE,greedy_entropy,random,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.13271973,12.446439259999998,0.04824201263565891
tabular-MiniBooNE,greedy_entropy,random,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,greedy_entropy,uniform,cafa_marginal,0.05,0.02154336145631356,0.11175196527208817,0.0,0.14279183,2.7355871099999995,0.05471174219999999
tabular-MiniBooNE,greedy_entropy,uniform,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08474437,50.0,1.0
tabular-MiniBooNE,greedy_entropy,uniform,plugin,0.13,0.07757093858414264,0.20980521894809878,0.0,0.14738494,2.51096449,0.050219289800000004
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.0949417,12.16760884,0.2433521768
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08702534000000002,18.800920979999997,0.37601841959999993
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08472042,31.267790369999993,0.6253558073999999
tabular-MiniBooNE,greedy_entropy,uniform,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18856991999999995,5.0,0.1
tabular-MiniBooNE,greedy_entropy,uniform,budget_10,0.0,0.0,0.03699480747600191,0.0,0.10672121000000002,10.0,0.2
tabular-MiniBooNE,greedy_entropy,uniform,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09723128,20.0,0.4
tabular-MiniBooNE,greedy_entropy,uniform,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14717525,2.51885098,0.050377019599999996
tabular-MiniBooNE,greedy_entropy,uniform,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08474437,50.0,1.0
tabular-MiniBooNE,greedy_entropy,inverse_info,cafa_marginal,0.05,0.02154336145631356,0.11175196527208817,0.0,0.14279183,11.65601637,0.03405383027704092
tabular-MiniBooNE,greedy_entropy,inverse_info,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08474437,342.28209500000014,1.0
tabular-MiniBooNE,greedy_entropy,inverse_info,plugin,0.13,0.07757093858414264,0.20980521894809878,0.0,0.14738494,10.30732718,0.030113544735666044
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.0949417,74.27495205,0.2169992328988169
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08702534000000002,120.85645476999998,0.3530902040610682
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08472042,208.95821839,0.6104853903912209
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18856991999999995,26.474283279999998,0.07734638669895949
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_10,0.0,0.0,0.03699480747600191,0.0,0.10672121000000002,55.15188186000001,0.16112990619623263
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09723128,124.25144913,0.36300890681997244
tabular-MiniBooNE,greedy_entropy,inverse_info,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14717525,10.3547698,0.030252151518471906
tabular-MiniBooNE,greedy_entropy,inverse_info,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08474437,342.28209500000014,1.0
tabular-MiniBooNE,greedy_entropy,random,cafa_marginal,0.05,0.02154336145631356,0.11175196527208817,0.0,0.14279183,14.369895310000002,0.05569726864341086
tabular-MiniBooNE,greedy_entropy,random,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08474437,258.0,1.0
tabular-MiniBooNE,greedy_entropy,random,plugin,0.13,0.07757093858414264,0.20980521894809878,0.0,0.14738494,13.40317288,0.051950282480620155
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.0949417,58.362125530000014,0.22620978887596904
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08702534000000002,94.74191275000001,0.36721671608527134
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08472042,162.72141682,0.6307031659689922
tabular-MiniBooNE,greedy_entropy,random,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18856991999999995,20.061515529999998,0.07775781213178294
tabular-MiniBooNE,greedy_entropy,random,budget_10,0.0,0.0,0.03699480747600191,0.0,0.10672121000000002,56.09038611,0.21740459732558137
tabular-MiniBooNE,greedy_entropy,random,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09723128,101.78306218000002,0.3945079929457365
tabular-MiniBooNE,greedy_entropy,random,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14717525,13.437440500000003,0.05208310271317831
tabular-MiniBooNE,greedy_entropy,random,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08474437,258.0,1.0
tabular-MiniBooNE,greedy_entropy,uniform,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,3.4997765599999995,0.06999553119999999
tabular-MiniBooNE,greedy_entropy,uniform,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08892191999999997,50.0,1.0
tabular-MiniBooNE,greedy_entropy,uniform,plugin,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,3.4997765599999995,0.06999553119999999
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09609593000000002,12.6147482,0.252294964
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.09099774999999999,18.873492810000002,0.37746985620000006
tabular-MiniBooNE,greedy_entropy,uniform,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08894881999999998,29.689613849999997,0.5937922769999999
tabular-MiniBooNE,greedy_entropy,uniform,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18665498000000003,5.0,0.1
tabular-MiniBooNE,greedy_entropy,uniform,budget_10,0.0,0.0,0.03699480747600191,0.0,0.10779336000000002,10.0,0.2
tabular-MiniBooNE,greedy_entropy,uniform,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09800225000000001,20.0,0.4
tabular-MiniBooNE,greedy_entropy,uniform,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,3.4997765599999995,0.06999553119999999
tabular-MiniBooNE,greedy_entropy,uniform,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08892191999999997,50.0,1.0
tabular-MiniBooNE,greedy_entropy,inverse_info,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,18.74295162,0.054846900275228705
tabular-MiniBooNE,greedy_entropy,inverse_info,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08892191999999997,341.7321949999998,1.0
tabular-MiniBooNE,greedy_entropy,inverse_info,plugin,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,18.74295162,0.054846900275228705
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09609593000000002,78.57300414000001,0.22992567071416858
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.09099774999999999,121.18618971999999,0.3546232737012094
tabular-MiniBooNE,greedy_entropy,inverse_info,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08894881999999998,196.12251721000004,0.5739070537676444
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18665498000000003,29.91613324,0.08754262453966334
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_10,0.0,0.0,0.03699480747600191,0.0,0.10779336000000002,52.19272290999999,0.15272989690070032
tabular-MiniBooNE,greedy_entropy,inverse_info,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09800225000000001,123.36436014,0.36099718418394866
tabular-MiniBooNE,greedy_entropy,inverse_info,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,18.74295162,0.054846900275228705
tabular-MiniBooNE,greedy_entropy,inverse_info,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08892191999999997,341.7321949999998,1.0
tabular-MiniBooNE,greedy_entropy,random,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,14.589964120000001,0.05655024852713179
tabular-MiniBooNE,greedy_entropy,random,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08892191999999997,258.0,1.0
tabular-MiniBooNE,greedy_entropy,random,plugin,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,14.589964120000001,0.05655024852713179
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09609593000000002,62.02248258999999,0.24039721934108524
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.09099774999999999,94.93404041,0.36796139693798446
tabular-MiniBooNE,greedy_entropy,random,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08894881999999998,152.99835975,0.5930168982558139
tabular-MiniBooNE,greedy_entropy,random,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.18665498000000003,21.975774620000003,0.08517742100775196
tabular-MiniBooNE,greedy_entropy,random,budget_10,0.0,0.0,0.03699480747600191,0.0,0.10779336000000002,49.77290118,0.19291822162790698
tabular-MiniBooNE,greedy_entropy,random,budget_20,0.0,0.0,0.03699480747600191,0.0,0.09800225000000001,99.90999612000002,0.38724804697674425
tabular-MiniBooNE,greedy_entropy,random,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.13958867000000003,14.589964120000001,0.05655024852713179
tabular-MiniBooNE,greedy_entropy,random,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08892191999999997,258.0,1.0
tabular-MiniBooNE,random,uniform,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.14334413999999998,8.310152079999998,0.16620304159999996
tabular-MiniBooNE,random,uniform,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,50.0,1.0
tabular-MiniBooNE,random,uniform,plugin,0.3,0.21894753866228117,0.39585038432811953,0.0,0.14682244000000003,7.95983292,0.1591966584
tabular-MiniBooNE,random,uniform,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09946856,17.41868007,0.3483736014
tabular-MiniBooNE,random,uniform,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08770150999999998,24.701671890000004,0.4940334378000001
tabular-MiniBooNE,random,uniform,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08351501,35.68019906000001,0.7136039812000001
tabular-MiniBooNE,random,uniform,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.21765452,5.0,0.1
tabular-MiniBooNE,random,uniform,budget_10,1.0,0.9630051925239981,0.9999999999999999,0.0,0.17184487,10.0,0.2
tabular-MiniBooNE,random,uniform,budget_20,0.0,0.0,0.03699480747600191,0.0,0.12750546,20.0,0.4
tabular-MiniBooNE,random,uniform,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14622998999999998,8.015496520000001,0.16030993040000002
tabular-MiniBooNE,random,uniform,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,50.0,1.0
tabular-MiniBooNE,random,inverse_info,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.14334413999999998,56.480028080000004,0.16559988128417807
tabular-MiniBooNE,random,inverse_info,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,341.0632160000001,1.0
tabular-MiniBooNE,random,inverse_info,plugin,0.3,0.21894753866228117,0.39585038432811953,0.0,0.14682244000000003,54.10194187,0.15862731403435773
tabular-MiniBooNE,random,inverse_info,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09946856,118.49170314999999,0.34741859453409935
tabular-MiniBooNE,random,inverse_info,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08770150999999998,168.15994692,0.4930462712812746
tabular-MiniBooNE,random,inverse_info,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08351501,242.96055558999996,0.7123622372399135
tabular-MiniBooNE,random,inverse_info,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.21765452,34.14630296,0.10011722565824861
tabular-MiniBooNE,random,inverse_info,budget_10,1.0,0.9630051925239981,0.9999999999999999,0.0,0.17184487,68.22149601,0.2000259565077225
tabular-MiniBooNE,random,inverse_info,budget_20,0.0,0.0,0.03699480747600191,0.0,0.12750546,136.36105349,0.39981166860867207
tabular-MiniBooNE,random,inverse_info,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14622998999999998,54.47955218,0.1597344703980038
tabular-MiniBooNE,random,inverse_info,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,341.0632160000001,1.0
tabular-MiniBooNE,random,random,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.14334413999999998,43.01135025000001,0.16671065988372097
tabular-MiniBooNE,random,random,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,random,random,plugin,0.3,0.21894753866228117,0.39585038432811953,0.0,0.14682244000000003,41.20091964,0.15969348697674418
tabular-MiniBooNE,random,random,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09946856,90.05389605,0.3490461087209303
tabular-MiniBooNE,random,random,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08770150999999998,127.63810775,0.4947213478682171
tabular-MiniBooNE,random,random,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08351501,184.3513135,0.7145399748062016
tabular-MiniBooNE,random,random,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.21765452,25.816674249999995,0.10006462887596897
tabular-MiniBooNE,random,random,budget_10,1.0,0.9630051925239981,0.9999999999999999,0.0,0.17184487,51.63590957000001,0.200139184379845
tabular-MiniBooNE,random,random,budget_20,0.0,0.0,0.03699480747600191,0.0,0.12750546,103.27131343999997,0.40027640868217046
tabular-MiniBooNE,random,random,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14622998999999998,41.48889285,0.16080966220930232
tabular-MiniBooNE,random,random,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08345861000000002,258.0,1.0
tabular-MiniBooNE,random,uniform,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.1430007,8.16081879,0.1632163758
tabular-MiniBooNE,random,uniform,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08474437,50.0,1.0
tabular-MiniBooNE,random,uniform,plugin,0.08,0.04109296948581091,0.14998266879403072,0.0,0.14592844000000002,7.856770319999999,0.15713540639999998
tabular-MiniBooNE,random,uniform,fixed_conf_0.9,0.0,0.0,0.03699480747600191,0.0,0.09690448000000002,18.84050959,0.37681019179999997
tabular-MiniBooNE,random,uniform,fixed_conf_0.95,0.0,0.0,0.03699480747600191,0.0,0.08742606000000003,26.85904748,0.5371809496000001
tabular-MiniBooNE,random,uniform,fixed_conf_0.99,0.0,0.0,0.03699480747600191,0.0,0.08478146,38.83668573,0.7767337146
tabular-MiniBooNE,random,uniform,budget_5,1.0,0.9630051925239981,0.9999999999999999,0.0,0.21484606,5.0,0.1
tabular-MiniBooNE,random,uniform,budget_10,1.0,0.9630051925239981,0.9999999999999999,0.0,0.17507069999999994,10.0,0.2
tabular-MiniBooNE,random,uniform,budget_20,0.0,0.0,0.03699480747600191,0.0,0.13019007000000002,20.0,0.4
tabular-MiniBooNE,random,uniform,oracle_cheapest,0.0,0.0,0.03699480747600191,0.0,0.14621972,7.822196389999999,0.1564439278
tabular-MiniBooNE,random,uniform,oracle_full,0.0,0.0,0.03699480747600191,0.0,0.08474437,50.0,1.0
tabular-MiniBooNE,random,inverse_info,cafa_marginal,0.0,0.0,0.03699480747600191,0.0,0.1430007,55.628561749999996,0.16252255833013987
tabular-MiniBooNE,random,inverse_info,cafa_iut,0.0,0.0,0.03699480747600191,1.0,0.08474437,342.28209500000014,1.0
